Pop_ID,MapData_Species,TimeSeriesData_Species,Species,MapData_Pop_Name,GEO_FEATUR,Lat,Lon,FAZ,MAZ,JAZ,TimeSeriesData_Pop_Name,Pop_Name,MapData_CU_ID,FWA_WATERSHED_CODE
47096,CK,Ck_SBC,Ck,MARIA SLOUGH,Slough,49.22791876,-121.733305,LFR,GStr,LFR+GStr,MARIA SLOUGH,MARIA SLOUGH,CK-07,100-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47093,CO,Co_Fraser,Co,MARIA SLOUGH,Slough,49.22791876,-121.733305,LFR,GStr,LFR+GStr,,MARIA SLOUGH,CO-47,100-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47071,CO,Co_Fraser,Co,MARSHALL CREEK/LFR,Stream,49.05702591,-122.1816577,LFR,GStr,LFR+GStr,,MARSHALL CREEK/LFR,CO-47,100-064535-223850-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45059,SEL,Sk_Fraser,Sk,MARTEN CREEK,Stream,52.71901947,-120.9026506,MFR,GStr,MFR+GStr,Marten Creek,MARTEN CREEK,SEL-06-10,100-458399-740348-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
3377,SEL,Sk_Fraser,Sk,MARTEN CREEK-LAKE SHORE,Lake Portion,52.71980452,-120.8989546,MFR,GStr,MFR+GStr,Marten Cr. - Shore,MARTEN CREEK-LAKE SHORE,SEL-06-10,100-458399-740348-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45579,SEL,Sk_Fraser,Sk,MCDOUGALL CREEK,Stream,55.22998211,-126.0030197,MFR,GStr,MFR+GStr,McDougall Creek,MCDOUGALL CREEK,SEL-06-14,100-567134-179319-815989-532920-447529-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47347,CK,Ck_SBC,Ck,MCGREGOR RIVER,Stream,54.18098749,-122.0324831,UFR,GStr,UFR+GStr,MCGREGOR RIVER,MCGREGOR RIVER,CK-12,100-639480-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47548,CK,Ck_SBC,Ck,MCKALE RIVER,Stream,53.39786756,-120.3429826,UFR,GStr,UFR+GStr,MCKALE RIVER,MCKALE RIVER,CK-12,100-820527-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46128,CO,Co_Fraser,Co,MCKENZIE CREEK,Stream,50.37490607,-122.8438127,LILL,GStr,LILL+GStr,,MCKENZIE CREEK,CO-04,100-077501-955583-524958-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45051,CK,Ck_SBC,Ck,MCKINLEY CREEK,Stream,52.28894348,-121.0693469,MFR,GStr,MFR+GStr,MCKINLEY CREEK,MCKINLEY CREEK,CK-10,100-458399-638146-468647-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45045,CO,Co_Fraser,Co,MCKINLEY CREEK,Stream,52.28894348,-121.0693469,MFR,GStr,MFR+GStr,McKinley Cr,MCKINLEY CREEK,CO-48,100-458399-638146-468647-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45043,SEL,Sk_Fraser,Sk,MCKINLEY CREEK,Stream,52.28894348,-121.0693469,MFR,GStr,MFR+GStr,McKinley Creek,MCKINLEY CREEK,SEL-06-10,100-458399-638146-468647-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45098,SEL,Sk_Fraser,Sk,MCKINLEY CREEK-UPPER,Stream segment,52.26198851,-120.9029853,MFR,GStr,MFR+GStr,"McKinley Creek, upper",MCKINLEY CREEK-UPPER,SEL-06-10,100-458399-638146-468647-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
48013,CO,Co_Fraser,Co,MCLENNAN CREEK,Stream,49.10760719,-122.3412878,LFR,GStr,LFR+GStr,,MCLENNAN CREEK,CO-47,100-052188-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45016,CO,Co_Fraser,Co,MCNOMEE CREEK,Stream,51.26468696,-118.9454165,STh,GStr,STh+GStr,McNomee Cr,MCNOMEE CREEK,CO-08,100-190442-999098-995997-492860-064395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45017,CO,Co_Fraser,Co,MCNOMEE CREEK,Stream,51.26468696,-118.9454165,STh,GStr,STh+GStr,,MCNOMEE CREEK,CO-08,100-190442-999098-995997-492860-064395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45014,SEL,Sk_Fraser,Sk,MCNOMEE CREEK,Stream,51.26468696,-118.9454165,STh,GStr,STh+GStr,McNomee Creek,MCNOMEE CREEK,SEL-09-02,100-190442-999098-995997-492860-064395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45015,SEL,Sk_Fraser,Sk,MCNOMEE CREEK,Stream,51.26468696,-118.9454165,STh,GStr,STh+GStr,McNomee Creek,MCNOMEE CREEK,SEL-09-03,100-190442-999098-995997-492860-064395-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46668,CK,Ck_SBC,Ck,MCTAGGART CREEK,Stream,51.41172498,-120.1289696,NTh,GStr,NTh+GStr,,MCTAGGART CREEK,CK-18,100-190442-998192-288800-076644-261917-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46662,CO,Co_Fraser,Co,MCTAGGART CREEK,Stream,51.41172498,-120.1289696,NTh,GStr,NTh+GStr,,MCTAGGART CREEK,CO-09,100-190442-998192-288800-076644-261917-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46058,CO,Co_Fraser,Co,MIAMI CREEK,Stream,49.30389223,-121.7932742,LFR,GStr,LFR+GStr,,MIAMI CREEK,CO-47,100-077501-243752-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
44564,CK,Ck_SBC,Ck,MIDDLE RIVER,Stream,54.86607079,-125.1183878,MFR,GStr,MFR+GStr,,MIDDLE RIVER,CK-11,100-567134-179319-815989-532920-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
61007,SEL,Sk_Fraser,Sk,MIDDLE RIVER,Stream,54.86607079,-125.1183878,MFR,GStr,MFR+GStr,,MIDDLE RIVER,SEL-06-13,100-567134-179319-815989-532920-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45551,SEL,Sk_Fraser,Sk,MIDDLE RIVER-ROSSETTE BAR,Stream segment,54.88930596,-125.1771783,MFR,GStr,MFR+GStr,Middle River (Rossette Bar),MIDDLE RIVER-ROSSETTE BAR,SEL-06-14,100-567134-179319-815989-532920-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45552,SEL,Sk_Fraser,Sk,MIDDLE RIVER-ROSSETTE BAR,Stream segment,54.88930596,-125.1771783,MFR,GStr,MFR+GStr,Middle River,MIDDLE RIVER-ROSSETTE BAR,SEL-06-13,100-567134-179319-815989-532920-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
53134,CO,Co_Fraser,Co,MILEDGE CREEK,Stream,52.2763501,-119.1755032,NTh,GStr,NTh+GStr,,MILEDGE CREEK,CO-09,100-190442-998192-747543-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46118,CO,Co_Fraser,Co,MILLER CREEK/LILL,Stream,50.35615798,-122.8325957,LILL,GStr,LILL+GStr,,MILLER CREEK/LILL,CO-04,100-077501-955583-514693-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46117,SEL,Sk_Fraser,Sk,MILLER CREEK/LILL,Stream,50.35615798,-122.8325957,LILL,GStr,LILL+GStr,Miller Creek,MILLER CREEK/LILL,SEL-04-01,100-077501-955583-514693-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69095,CK,Ck_SBC,Ck,MINTON CREEK,Stream,51.9424695,-123.1502649,MFR,GStr,MFR+GStr,,MINTON CREEK,CK-10,100-342455-222463-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
44998,CO,Co_Fraser,Co,MINTON CREEK,Stream,51.9424695,-123.1502649,MFR,GStr,MFR+GStr,,MINTON CREEK,CO-48,100-342455-222463-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
1756,CK,Ck_SBC,Ck,MITCHELL RIVER,Stream,52.77875315,-120.8037479,MFR,GStr,MFR+GStr,MITCHELL RIVER,MITCHELL RIVER,CK-11,100-458399-740856-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46915,CO,Co_Fraser,Co,MITCHELL RIVER,Stream,52.77875315,-120.8037479,MFR,GStr,MFR+GStr,Mitchell R,MITCHELL RIVER,CO-48,100-458399-740856-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46913,SEL,Sk_Fraser,Sk,MITCHELL RIVER,Stream,52.77875315,-120.8037479,MFR,GStr,MFR+GStr,Mitchell River,MITCHELL RIVER,SEL-06-10,100-458399-740856-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45042,SEL,Sk_Fraser,Sk,MOFFAT CREEK,Stream,52.32665921,-121.4093535,MFR,GStr,MFR+GStr,Moffat Creek,MOFFAT CREEK,SEL-06-10,100-458399-638146-204099-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69051,SEL,Sk_Fraser,Sk,MOMICH LAKE,Lake,51.32833986,-119.3668685,STh,GStr,STh+GStr,,MOMICH LAKE,SEL-09-03,100-190442-999098-995997-058910-326444-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46270,CO,Co_Fraser,Co,MOMICH RIVER,Stream,51.3346128,-119.4231818,STh,GStr,STh+GStr,Momich R,MOMICH RIVER,CO-08,100-190442-999098-995997-058910-326444-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46269,SEL,Sk_Fraser,Sk,MOMICH RIVER,Stream,51.3346128,-119.4231818,STh,GStr,STh+GStr,Momich River,MOMICH RIVER,SEL-09-03,100-190442-999098-995997-058910-326444-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
3411,SEL,Sk_Fraser,Sk,MOMICH RIVER-LAKE SHORE,Lake Portion,51.33304024,-119.4221078,STh,GStr,STh+GStr,Momich River - shore,MOMICH RIVER-LAKE SHORE,SEL-09-03,100-190442-999098-995997-058910-326444-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47528,CK,Ck_SBC,Ck,MORKILL RIVER,Stream,53.61259975,-120.7042376,UFR,GStr,UFR+GStr,MORKILL RIVER,MORKILL RIVER,CK-12,100-772352-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47087,CO,Co_Fraser,Co,MOUNTAIN SLOUGH,Slough,49.23260622,-121.8574028,LFR,GStr,LFR+GStr,,MOUNTAIN SLOUGH,CO-47,100-081938-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69075,CK,Ck_SBC,Ck,MUD CREEK,Stream,52.1298077,-119.2691431,NTh,GStr,NTh+GStr,,MUD CREEK,CK-18,100-190442-998192-687645-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47901,CO,Co_Fraser,Co,MUSQUEAM CREEK,Stream,49.22301835,-123.1972809,LFR,GStr,LFR+GStr,,MUSQUEAM CREEK,CO-47,100-000160-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46064,CO,Co_Fraser,Co,MYSTERY CREEK,Stream,49.52722769,-121.8856869,LFR,GStr,LFR+GStr,,MYSTERY CREEK,CO-47,100-077501-608242-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46063,SEL,Sk_Fraser,Sk,MYSTERY CREEK,Stream,49.52722769,-121.8856869,LFR,GStr,LFR+GStr,Mystery Creek,MYSTERY CREEK,SEL-03-03,100-077501-608242-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69062,CK,Ck_SBC,Ck,NADINA RIVER,Stream,53.97855095,-126.5030467,MFR,GStr,MFR+GStr,,NADINA RIVER,CK-10,100-567134-374775-948201-997745-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
3093,SEL,Sk_Fraser,Sk,NADINA RIVER,Stream,53.97855095,-126.5030467,MFR,GStr,MFR+GStr,,NADINA RIVER,SEL-06-20,100-567134-374775-948201-997745-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45525,SEL,Sk_Fraser,Sk,NADINA RIVER,Stream,53.97855095,-126.5030467,MFR,GStr,MFR+GStr,Late Nadina River,NADINA RIVER,SEL-06-20,100-567134-374775-948201-997745-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69015,SEL,Sk_Fraser,Sk,NADINA RIVER-UPPER,Stream segment,53.9085599,-127.1053131,MFR,GStr,MFR+GStr,,NADINA RIVER-UPPER,SEL-06-20,100-567134-374775-948201-997745-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
61788,CO,Co_Fraser,Co,NAHATLATCH LAKE,Lake,50.00441549,-121.7213805,FRCany,GStr,FRCany+GStr,,NAHATLATCH LAKE,CO-05,100-168517-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45094,SEL,Sk_Fraser,Sk,NAHATLATCH LAKE,Lake,50.00441549,-121.7213805,FRCany,GStr,FRCany+GStr,Nahatlatch Lake,NAHATLATCH LAKE,SEL-05-02,100-168517-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47165,CK,Ck_SBC,Ck,NAHATLATCH RIVER,Stream,49.9779149,-121.5120321,FRCany,GStr,FRCany+GStr,NAHATLATCH RIVER,NAHATLATCH RIVER,CK-08,100-168517-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47159,CO,Co_Fraser,Co,NAHATLATCH RIVER,Stream,49.9779149,-121.5120321,FRCany,GStr,FRCany+GStr,Nahatlatch R,NAHATLATCH RIVER,CO-05,100-168517-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47157,SEL,Sk_Fraser,Sk,NAHATLATCH RIVER,Stream,49.9779149,-121.5120321,FRCany,GStr,FRCany+GStr,Nahatlatch River,NAHATLATCH RIVER,SEL-05-02,100-168517-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69103,CK,Ck_SBC,Ck,NANCUT CREEK,Stream,54.59869158,-125.0755096,MFR,GStr,MFR+GStr,,NANCUT CREEK,CK-11,100-567134-179319-911828-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47257,CK,Ck_SBC,Ck,NARCOSLI CREEK,Stream,52.82161216,-122.4614972,MFR,GStr,MFR+GStr,NARCOSLI CREEK,NARCOSLI CREEK,CK-10,100-444782-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45586,SEL,Sk_Fraser,Sk,NARROWS CREEK,Stream,55.16976812,-125.7188882,MFR,GStr,MFR+GStr,Narrows Creek,NARROWS CREEK,SEL-06-14,100-567134-179319-815989-532920-457753-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69104,CK,Ck_SBC,Ck,NATAZUTLO CREEK,Stream,55.00398754,-125.3859491,MFR,GStr,MFR+GStr,,NATAZUTLO CREEK,CK-11,100-567134-179319-815989-532920-225746-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47988,CO,Co_Fraser,Co,NATHAN CREEK,Stream,49.16533511,-122.488571,LFR,GStr,LFR+GStr,,NATHAN CREEK,CO-47,100-042883-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47307,CK,Ck_SBC,Ck,NAVER CREEK,Stream,53.43189236,-122.6573591,MFR,GStr,MFR+GStr,NAVER CREEK,NAVER CREEK,CK-10,100-520500-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
44762,CK,Ck_SBC,Ck,NAZKO RIVER,Stream,53.12659824,-123.5667422,MFR,GStr,MFR+GStr,NAZKO RIVER,NAZKO RIVER,CK-10,100-500560-326229-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
44756,CO,Co_Fraser,Co,NAZKO RIVER,Stream,53.12659824,-123.5667422,MFR,GStr,MFR+GStr,,NAZKO RIVER,CO-48,100-500560-326229-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46001,CK,Ck_SBC,Ck,NECHAKO RIVER,Stream,53.91835665,-122.7152103,MFR,GStr,MFR+GStr,NECHAKO RIVER,NECHAKO RIVER,CK-11,100-567134-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
1812,CO,Co_Fraser,Co,NECHAKO RIVER,Stream,53.91835665,-122.7152103,MFR,GStr,MFR+GStr,,NECHAKO RIVER,CO-48,100-567134-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69296,CO,Co_Fraser,Co,NECHAKO RIVER-UPPER,Stream segment,54.08168967,-124.5900469,MFR,GStr,MFR+GStr,,NECHAKO RIVER-UPPER,CO-48,100-567134-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69105,CK,Ck_SBC,Ck,NECOSLIE RIVER,Stream,54.42740323,-124.2644545,MFR,GStr,MFR+GStr,,NECOSLIE RIVER,CK-11,100-567134-179319-589350-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47039,CO,Co_Fraser,Co,NESAKWATCH CREEK,Stream,49.09013929,-121.5960036,LFR,GStr,LFR+GStr,,NESAKWATCH CREEK,CO-47,100-064535-057628-508798-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
1826,CO,Co_Fraser,Co,NEVIN CREEK/LFR,Stream,49.17597822,-121.8065947,LFR,GStr,LFR+GStr,,NEVIN CREEK/LFR,CO-47,100-072260-716322-566235-289756-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46941,CK,Ck_SBC,Ck,NEVIN CREEK/UFR,Stream,53.19482154,-119.9783867,UFR,GStr,UFR+GStr,NEVIN CREEK,NEVIN CREEK/UFR,CK-12,100-855764-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45071,SEL,Sk_Fraser,Sk,NIAGARA CREEK,Stream,52.60451156,-120.428213,MFR,GStr,MFR+GStr,Niagara Creek,NIAGARA CREEK,SEL-06-10,100-458399-972874-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46578,CK,Ck_SBC,Ck,NICKLEN CREEK,Stream,50.20211118,-119.0042515,STh,GStr,STh+GStr,HARRIS CREEK,NICKLEN CREEK,CK-16,100-190442-999098-995997-730848-543292-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46572,CO,Co_Fraser,Co,NICKLEN CREEK,Stream,50.20211118,-119.0042515,STh,GStr,STh+GStr,Harris Cr,NICKLEN CREEK,CO-08,100-190442-999098-995997-730848-543292-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46176,CK,Ck_SBC,Ck,NICOLA RIVER,Stream,50.4271377,-121.316685,LTh,GStr,LTh+GStr,NICOLA RIVER,NICOLA RIVER,CK-17,100-190442-244975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46170,CO,Co_Fraser,Co,NICOLA RIVER,Stream,50.4271377,-121.316685,LTh,GStr,LTh+GStr,,NICOLA RIVER,CO-07,100-190442-244975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
44742,CK,Ck_SBC,Ck,NICOLA RIVER-UPPER,Stream segment,50.13736652,-120.7078131,LTh,GStr,LTh+GStr,NICOLA RIVER-UPPER,NICOLA RIVER-UPPER,CK-17,100-190442-244975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
44736,CO,Co_Fraser,Co,NICOLA RIVER-UPPER,Stream segment,50.13736652,-120.7078131,LTh,GStr,LTh+GStr,,NICOLA RIVER-UPPER,CO-07,100-190442-244975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47553,CO,Co_Fraser,Co,NICOMEN SLOUGH,Slough,49.14290262,-122.1818542,LFR,GStr,LFR+GStr,,NICOMEN SLOUGH,CO-47,100-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
7480,CK,Ck_SBC,Ck,NIKWIKWAIA CREEK,Stream,50.938893,-119.6551932,STh,GStr,STh+GStr,,NIKWIKWAIA CREEK,CK-13,100-190442-999098-995997-058910-057838-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
3071,CO,Co_Fraser,Co,NIKWIKWAIA CREEK,Stream,50.938893,-119.6551932,STh,GStr,STh+GStr,Nikwikwaia Cr,NIKWIKWAIA CREEK,CO-08,100-190442-999098-995997-058910-057838-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45008,SEL,Sk_Fraser,Sk,NIKWIKWAIA CREEK,Stream,50.938893,-119.6551932,STh,GStr,STh+GStr,Nikwikwaia Creek,NIKWIKWAIA CREEK,SEL-09-02,100-190442-999098-995997-058910-057838-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45009,SEL,Sk_Fraser,Sk,NIKWIKWAIA CREEK,Stream,50.938893,-119.6551932,STh,GStr,STh+GStr,Nikwikwaia Creek,NIKWIKWAIA CREEK,SEL-09-03,100-190442-999098-995997-058910-057838-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
45522,SEL,Sk_Fraser,Sk,NITHI RIVER,Stream,53.97782175,-124.9845659,MFR,GStr,MFR+GStr,Nithi River,NITHI RIVER,SEL-06-07,100-567134-374775-948201-138053-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46511,CO,Co_Fraser,Co,NOISY CREEK,Stream,50.70671468,-118.6565973,STh,GStr,STh+GStr,,NOISY CREEK,CO-08,100-190442-999098-995997-730848-384513-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46509,SEL,Sk_Fraser,Sk,NOISY CREEK,Stream,50.70671468,-118.6565973,STh,GStr,STh+GStr,Noisy Creek,NOISY CREEK,SEL-09-03,100-190442-999098-995997-730848-384513-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47555,CO,Co_Fraser,Co,NORRISH CREEK,Stream,49.16723731,-122.1714973,LFR,GStr,LFR+GStr,,NORRISH CREEK,CO-47,100-066153-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
47926,CO,Co_Fraser,Co,NORTH ALOUETTE RIVER,Stream,49.26713315,-122.667513,LFR,GStr,LFR+GStr,,NORTH ALOUETTE RIVER,CO-47,100-025956-057184-074570-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
3386,SEL,Sk_Fraser,Sk,NORTH ARM UNNAMED COVE-LAKE SHORE,Lake Portion,52.66033736,-120.9741545,MFR,GStr,MFR+GStr,North Arm - unnamed cove,NORTH ARM UNNAMED COVE-LAKE SHORE,SEL-06-10,100-458399-740009-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46632,CO,Co_Fraser,Co,NORTH BARRIERE RIVER-ABOVE  NORTH BARRIERE LAKE,Stream segment,51.35221497,-119.7222111,NTh,GStr,NTh+GStr,,NORTH BARRIERE RIVER-ABOVE  NORTH BARRIERE LAKE,CO-09,100-190442-998192-185576-677668-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
69045,SEL,Sk_Fraser,Sk,NORTH BARRIERE RIVER-ABOVE  NORTH BARRIERE LAKE,Stream segment,51.35221497,-119.7222111,NTh,GStr,NTh+GStr,,NORTH BARRIERE RIVER-ABOVE  NORTH BARRIERE LAKE,SEL-10-03,100-190442-998192-185576-677668-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
7691,SEL,Sk_Fraser,Sk,NORTH BOISE CREEK,Stream,49.62092976,-122.6625607,LFR,GStr,LFR+GStr,North Boise Creek,NORTH BOISE CREEK,SEL-03-05,100-025956-550352-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46588,CK,Ck_SBC,Ck,NORTH THOMPSON RIVER,Stream,50.68230937,-120.3414646,NTh,GStr,NTh+GStr,NORTH THOMPSON RIVER,NORTH THOMPSON RIVER,CK-19,100-190442-998192-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46582,CO,Co_Fraser,Co,NORTH THOMPSON RIVER,Stream,50.68230937,-120.3414646,NTh,GStr,NTh+GStr,N Thompson R (mid),NORTH THOMPSON RIVER,CO-09,100-190442-998192-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
46580,SEL,Sk_Fraser,Sk,NORTH THOMPSON RIVER,Stream,50.68230937,-120.3414646,NTh,GStr,NTh+GStr,North Thompson River,NORTH THOMPSON RIVER,SEL-10-01,100-190442-998192-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000
