"","Species","Pop_ID","Pop_Name","CU_ID","lat","lon","FAZ","MAZ","JAZ","FWA_WATERSHED_CODE","Pop_UID"
"CO-47.46079","Co","46079","TIPELLA CREEK","CO-47",49.74315616,-122.1508804,"LFR","GStr","LFR+GStr","100-077501-955583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.46079"
"CO-47.46060","Co","46060","TROUT LAKE CREEK","CO-47",49.3419005,-121.7474738,"LFR","GStr","LFR+GStr","100-077501-285718-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.46060"
"CO-47.46070","Co","46070","TWENTY MILE CREEK","CO-47",49.5340066,-121.8840218,"LFR","GStr","LFR+GStr","100-077501-608883-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.46070"
"CO-47.44617","Co","44617","USHER CHANNEL","CO-47",49.09255849,-122.0323678,"LFR","GStr","LFR+GStr","100-064535-057628-072521-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.44617"
"CO-47.47100","Co","47100","WAHLEACH CREEK","CO-47",49.31677359,-121.6262802,"LFR","GStr","LFR+GStr","100-100401-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47100"
"CO-47.46045","Co","46045","WEAVER CREEK","CO-47",49.31411526,-121.8770135,"LFR","GStr","LFR+GStr","100-077501-154487-942852-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.46045"
"CO-47.47984","Co","47984","WEST CREEK/LFR","CO-47",49.1626424,-122.5309462,"LFR","GStr","LFR+GStr","100-040775-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47984"
"CO-47.47998","Co","47998","WHONNOCK CREEK","CO-47",49.17386181,-122.4601979,"LFR","GStr","LFR+GStr","100-044391-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47998"
"CO-47.47955","Co","47955","WIDGEON CREEK","CO-47",49.35569131,-122.6319894,"LFR","GStr","LFR+GStr","100-025956-183905-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47955"
"CO-47.46968","Co","46968","WORTH CREEK","CO-47",49.28559205,-122.0500961,"LFR","GStr","LFR+GStr","100-066153-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.46968"
"CO-47.47959","Co","47959","YORKSON CREEK","CO-47",49.19602396,-122.653874,"LFR","GStr","LFR+GStr","100-032496-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-47.47959"
"CO-48.287","Co","287","AHBAU CREEK","CO-48",53.17452978,-122.498461,"MFR","GStr","MFR+GStr","100-478686-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.287"
"CO-48.47223","Co","47223","BRIDGE RIVER","CO-48",50.75029671,-121.9322715,"MFR","GStr","MFR+GStr","100-239855-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.47223"
"CO-48.47203","Co","47203","CAYOOSH CREEK","CO-48",50.66816976,-121.9730513,"MFR","GStr","MFR+GStr","100-233886-073722-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.47203"
"CO-48.69294","Co","69294","CHILAKO RIVER","CO-48",53.88615191,-122.9775951,"MFR","GStr","MFR+GStr","100-567134-069486-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.69294"
"CO-48.46835","Co","46835","CHILCOTIN RIVER","CO-48",51.74039967,-122.4023235,"MFR","GStr","MFR+GStr","100-342455-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.46835"
"CO-48.69034","Co","69034","CHILCOTIN RIVER-UPPER","CO-48",52.33929599,-124.028396,"MFR","GStr","MFR+GStr","100-342455-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.69034"
"CO-48.46845","Co","46845","CHILKO RIVER","CO-48",52.09590138,-123.4604675,"MFR","GStr","MFR+GStr","100-342455-328500-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.46845"
"CO-48.47213","Co","47213","GATES RIVER","CO-48",50.55181255,-122.4731293,"MFR","GStr","MFR+GStr","100-233886-990253-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.47213"
"CO-48.69295","Co","69295","GREER CREEK","CO-48",53.77320908,-124.6217427,"MFR","GStr","MFR+GStr","100-567134-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.69295"
"CO-48.46895","Co","46895","HORSEFLY RIVER","CO-48",52.46540443,-121.3887587,"MFR","GStr","MFR+GStr","100-458399-638146-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.46895"
"CO-48.1505","Co","1505","LITTLE HORSEFLY RIVER","CO-48",52.36180586,-121.3968828,"MFR","GStr","MFR+GStr","100-458399-638146-160656-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.1505"
"CO-48.69297","Co","69297","MACKIN CREEK","CO-48",52.37775013,-122.3783611,"MFR","GStr","MFR+GStr","100-403649-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.69297"
"CO-48.45045","Co","45045","MCKINLEY CREEK","CO-48",52.28894348,-121.0693469,"MFR","GStr","MFR+GStr","100-458399-638146-468647-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.45045"
"CO-48.44998","Co","44998","MINTON CREEK","CO-48",51.9424695,-123.1502649,"MFR","GStr","MFR+GStr","100-342455-222463-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.44998"
"CO-48.46915","Co","46915","MITCHELL RIVER","CO-48",52.77875315,-120.8037479,"MFR","GStr","MFR+GStr","100-458399-740856-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.46915"
"CO-48.44756","Co","44756","NAZKO RIVER","CO-48",53.12659824,-123.5667422,"MFR","GStr","MFR+GStr","100-500560-326229-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.44756"
"CO-48.1812","Co","1812","NECHAKO RIVER","CO-48",53.91835665,-122.7152103,"MFR","GStr","MFR+GStr","100-567134-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.1812"
"CO-48.69296","Co","69296","NECHAKO RIVER-UPPER","CO-48",54.08168967,-124.5900469,"MFR","GStr","MFR+GStr","100-567134-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.69296"
"CO-48.7008","Co","7008","PENFOLD CREEK","CO-48",52.78271847,-120.7965581,"MFR","GStr","MFR+GStr","100-458399-740856-413637-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.7008"
"CO-48.47183","Co","47183","PORTAGE CREEK","CO-48",50.70803014,-122.2700586,"MFR","GStr","MFR+GStr","100-233886-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.47183"
"CO-48.69293","Co","69293","SALMON RIVER/MFR","CO-48",54.0676828,-122.5586687,"MFR","GStr","MFR+GStr","100-591289-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.69293"
"CO-48.47193","Co","47193","SETON AND CAYOOSH CREEKS","CO-48",50.66816976,-121.9730513,"MFR","GStr","MFR+GStr","100-233886-073722-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.47193"
"CO-48.2182","Co","2182","SETON RIVER","CO-48",50.68129511,-121.9270209,"MFR","GStr","MFR+GStr","100-233886-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.2182"
"CO-48.44539","Co","44539","SETON RIVER","CO-48",50.68129511,-121.9270209,"MFR","GStr","MFR+GStr","100-233886-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.44539"
"CO-48.47169","Co","47169","STEIN RIVER","CO-48",50.28873332,-121.6300932,"MFR","GStr","MFR+GStr","100-195373-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.47169"
"CO-48.45075","Co","45075","SUMMIT CREEK","CO-48",52.61382716,-120.3438333,"MFR","GStr","MFR+GStr","100-458399-998860-068422-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.45075"
"CO-48.2511","Co","2511","TASEKO RIVER","CO-48",52.00672961,-123.6769982,"MFR","GStr","MFR+GStr","100-342455-328500-134035-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.2511"
"CO-48.45985","Co","45985","WEST ROAD (BLACKWATER) RIVER","CO-48",53.30965387,-122.8760445,"MFR","GStr","MFR+GStr","100-500560-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.45985"
"CO-48.45309","Co","45309","WILLIAMS LAKE RIVER","CO-48",52.16404046,-122.2714706,"MFR","GStr","MFR+GStr","100-382626-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CO-48.45309"
"CU-17.45092","Sk","45092","CHILLIWACK LAKE","CU-17",49.08279015,-121.4559459,"LFR","GStr","LFR+GStr","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-17.45092"
"CU-17.46986","Sk","46986","CHILLIWACK RIVER-UPPER","CU-17",49.01504784,-121.4086645,"LFR","GStr","LFR+GStr","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-17.46986"
"CU-17.7726","Sk","7726","DEPOT CREEK","CU-17",49.02928794,-121.4015167,"LFR","GStr","LFR+GStr","100-064535-057628-724358-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-17.7726"
"CU-08.45093","Sk","45093","CULTUS LAKE","CU-08",49.07507039,-121.9817234,"LFR","GStr","LFR+GStr","100-064535-057628-134797-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-08.45093"
"CU-13.46072","Sk","46072","BIG SILVER CREEK","CU-13",49.57559391,-121.8286997,"LFR","GStr","LFR+GStr","100-077501-616023-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-13.46072"
"CU-13.46065","Sk","46065","COGBURN CREEK","CU-13",49.53455563,-121.7638652,"LFR","GStr","LFR+GStr","100-077501-550992-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-13.46065"
"CU-13.3091","Sk","3091","CRAZY CREEK/LFR","CU-13",49.73760252,-122.1501069,"LFR","GStr","LFR+GStr","100-077501-951307-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-13.3091"
"CU-13.46083","Sk","46083","DOUGLAS CREEK/LILL","CU-13",49.76361308,-122.1547819,"LILL","GStr","LILL+GStr","100-077501-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-13.46083"
"CU-13.61071","Sk","61071","FIFTEEN MILE CREEK/LFR","CU-13",49.49405753,-121.76506,"LFR","GStr","LFR+GStr","100-077501-512064-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-13.61071"
"CU-13.45086","Sk","45086","HARRISON LAKE","CU-13",49.32683266,-121.7812318,"LFR","GStr","LFR+GStr","100-077501-260141-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-13.45086"
"CU-13.46063","Sk","46063","MYSTERY CREEK","CU-13",49.52722769,-121.8856869,"LFR","GStr","LFR+GStr","100-077501-608242-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-13.46063"
"CU-13.46088","Sk","46088","PURCELL CREEK","CU-13",49.74075361,-122.1020492,"LFR","GStr","LFR+GStr","100-077501-928565-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-13.46088"
"CU-13.46093","Sk","46093","SLOQUET CREEK","CU-13",49.76499948,-122.2029894,"LILL","GStr","LILL+GStr","100-077501-955583-030689-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-13.46093"
"CU-13.46078","Sk","46078","TIPELLA CREEK","CU-13",49.74315616,-122.1508804,"LFR","GStr","LFR+GStr","100-077501-955583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-13.46078"
"CU-13.46059","Sk","46059","TROUT LAKE CREEK","CU-13",49.3419005,-121.7474738,"LFR","GStr","LFR+GStr","100-077501-285718-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-13.46059"
"CU-13.46069","Sk","46069","TWENTY MILE CREEK","CU-13",49.5340066,-121.8840218,"LFR","GStr","LFR+GStr","100-077501-608883-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-13.46069"
"CU-11.46055","Sk","46055","EAST CREEK/LFR","CU-11",49.31678927,-121.8835652,"LFR","GStr","LFR+GStr","100-077501-154487-942852-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-11.46055"
"CU-11.69022","Sk","69022","SAKWI CREEK","CU-11",49.32931022,-121.8778564,"LFR","GStr","LFR+GStr","100-077501-154487-942852-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-11.69022"
"CU-11.46049","Sk","46049","STEELHEAD CREEK/LFR(2)","CU-11",49.32592004,-121.876389,"LFR","GStr","LFR+GStr","100-077501-154487-942852-313675-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-11.46049"
"CU-11.61066","Sk","61066","STEELHEAD CREEK/LFR(2)","CU-11",49.32592004,-121.876389,"LFR","GStr","LFR+GStr","100-077501-154487-942852-313675-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-11.61066"
"CU-11.45087","Sk","45087","WEAVER  SPAWNING CHANNEL","CU-11",49.3212,-121.8836,"LFR","GStr","LFR+GStr","100-077501-154487-942852-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-11.45087"
"CU-11.46044","Sk","46044","WEAVER CREEK","CU-11",49.31411526,-121.8770135,"LFR","GStr","LFR+GStr","100-077501-154487-942852-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-11.46044"
"CU-05.7690","Sk","7690","CORBOLD CREEK","CU-05",49.61630923,-122.6476711,"LFR","GStr","LFR+GStr","100-025956-537523-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-05.7690"
"CU-05.7695","Sk","7695","FISH HATCHERY CREEK","CU-05",49.6060825,-122.6337432,"LFR","GStr","LFR+GStr","100-025956-522180-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-05.7695"
"CU-05.7691","Sk","7691","NORTH BOISE CREEK","CU-05",49.62092976,-122.6625607,"LFR","GStr","LFR+GStr","100-025956-550352-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-05.7691"
"CU-05.45095","Sk","45095","PITT LAKE","CU-05",49.395436,-122.5599964,"LFR","GStr","LFR+GStr","100-025956-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-05.45095"
"CU-05.47917","Sk","47917","PITT RIVER-UPPER","CU-05",49.56628595,-122.6343385,"LFR","GStr","LFR+GStr","100-025956-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-05.47917"
"CU-05.7696","Sk","7696","SLOUGH CREEK","CU-05",49.55024439,-122.6154395,"LFR","GStr","LFR+GStr","100-025956-452993-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-05.7696"
"CU-05.7692","Sk","7692","SOUTH BOISE CREEK","CU-05",49.60450418,-122.6416405,"LFR","GStr","LFR+GStr","100-025956-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-05.7692"
"CU-05.7693","Sk","7693","UPPER PITT CHANNEL","CU-05",49.54896007,-122.6141134,"LFR","GStr","LFR+GStr","100-025956-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-05.7693"
"CU-12.46098","Sk","46098","BIRKENHEAD RIVER","CU-12",50.30644079,-122.6070114,"LILL","GStr","LILL+GStr","100-077501-955583-415280-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-12.46098"
"CU-12.46107","Sk","46107","GREEN RIVER/LILL","CU-12",50.30147365,-122.7224003,"LILL","GStr","LILL+GStr","100-077501-955583-455209-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-12.46107"
"CU-12.46132","Sk","46132","JOHN SANDY CREEK","CU-12",50.48484089,-122.9444129,"LILL","GStr","LILL+GStr","100-077501-955583-596718-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-12.46132"
"CU-12.46025","Sk","46025","LILLOOET RIVER-UPPER","CU-12",50.30287519,-122.6340291,"LILL","GStr","LILL+GStr","100-077501-955583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-12.46025"
"CU-12.46117","Sk","46117","MILLER CREEK/LILL","CU-12",50.35615798,-122.8325957,"LILL","GStr","LILL+GStr","100-077501-955583-514693-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-12.46117"
"CU-12.46112","Sk","46112","PEMBERTON CREEK","CU-12",50.30854893,-122.7670817,"LILL","GStr","LILL+GStr","100-077501-955583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-12.46112"
"CU-12.46102","Sk","46102","POOLE CREEK","CU-12",50.43542667,-122.6930628,"LILL","GStr","LILL+GStr","100-077501-955583-415280-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-12.46102"
"CU-12.46147","Sk","46147","RAILROAD CREEK","CU-12",50.53034875,-123.0505462,"LILL","GStr","LILL+GStr","100-077501-955583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-12.46147"
"CU-12.46122","Sk","46122","RYAN RIVER","CU-12",50.3589405,-122.8356076,"LILL","GStr","LILL+GStr","100-077501-955583-515913-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-12.46122"
"CU-12.46137","Sk","46137","SALMON CREEK/LILL","CU-12",50.48833354,-122.9546172,"LILL","GStr","LILL+GStr","100-077501-955583-600648-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-12.46137"
"CU-12.46152","Sk","46152","SAMPSON CREEK","CU-12",50.53344979,-123.1181936,"LILL","GStr","LILL+GStr","100-077501-955583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-12.46152"
"CU-12.7743","Sk","7743","TAILLEFER CREEK","CU-12",50.49871358,-122.7322623,"LILL","GStr","LILL+GStr","100-077501-955583-415280-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-12.7743"
"CU-14.45094","Sk","45094","NAHATLATCH LAKE","CU-14",50.00441549,-121.7213805,"FRCany","GStr","FRCany+GStr","100-168517-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-14.45094"
"CU-14.47157","Sk","47157","NAHATLATCH RIVER","CU-14",49.9779149,-121.5120321,"FRCany","GStr","FRCany+GStr","100-168517-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-14.47157"
"CU-19.7727","Sk","7727","ANDERSON LAKE SHORELINE","CU-19",50.54815674,-122.4688024,"MFR","GStr","MFR+GStr","100-233886-998537-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-19.7727"
"CU-19.45102","Sk","45102","GATES CHANNEL","CU-19",50.54794706,-122.4821128,"MFR","GStr","MFR+GStr","100-233886-990253-055341-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-19.45102"
"CU-19.47211","Sk","47211","GATES RIVER","CU-19",50.55181255,-122.4731293,"MFR","GStr","MFR+GStr","100-233886-990253-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-19.47211"
"CU-19.7688","Sk","7688","HAYLMORE CREEK","CU-19",50.53911862,-122.4907337,"MFR","GStr","MFR+GStr","100-233886-990253-124242-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-19.7688"
"CU-19.7644","Sk","7644","LOST VALLEY CREEK-LAKE SHORE","CU-19",50.67298563,-122.3382323,"MFR","GStr","MFR+GStr","100-233886-656051-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-19.7644"
"CU-19.7762","Sk","7762","SPRUCE CREEK","CU-19",50.52188757,-122.4960993,"MFR","GStr","MFR+GStr","100-233886-990253-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-19.7762"
"CU-06.45081","Sk","45081","CHILKO LAKE-SOUTH END","CU-06",51.10225386,-124.0318793,"MFR","GStr","MFR+GStr","100-342455-328500-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-06.45081"
"CU-06.45080","Sk","45080","CHILKO LAKE-NORTH END","CU-06",51.59773192,-124.1573668,"MFR","GStr","MFR+GStr","100-342455-328500-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-06.45080"
"CU-06.46843","Sk","46843","CHILKO RIVER","CU-06",52.09590138,-123.4604675,"MFR","GStr","MFR+GStr","100-342455-328500-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-06.46843"
"CU-06.45079","Sk","45079","CHILKO SPAWNING CHANNELS","CU-06",51.616847,-124.1469793,"MFR","GStr","MFR+GStr","100-342455-328500-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-06.45079"
"CU-07.69050","Sk","69050","ENDAKO RIVER","CU-07",54.04983464,-124.9040503,"MFR","GStr","MFR+GStr","100-567134-374775-948201-023010-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-07.69050"
"CU-07.45806","Sk","45806","FRANCOIS LAKE","CU-07",54.00821315,-125.0080082,"MFR","GStr","MFR+GStr","100-567134-374775-948201-125348-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-07.45806"
"CU-07.45522","Sk","45522","NITHI RIVER","CU-07",53.97782175,-124.9845659,"MFR","GStr","MFR+GStr","100-567134-374775-948201-138053-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-07.45522"
"CU-07.69046","Sk","69046","ORMOND CREEK","CU-07",54.08838763,-124.7490804,"MFR","GStr","MFR+GStr","100-567134-374775-507094-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-07.69046"
"CU-07.46013","Sk","46013","STELLAKO RIVER","CU-07",54.05564097,-124.8844677,"MFR","GStr","MFR+GStr","100-567134-374775-948201-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-07.46013"
"CU-07.44733","Sk","44733","SWEETNAM CREEK","CU-07",54.00762148,-125.0312498,"MFR","GStr","MFR+GStr","100-567134-374775-948201-151892-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-07.44733"
"CU-07.45523","Sk","45523","UNCHA CREEK","CU-07",53.97406064,-125.510557,"MFR","GStr","MFR+GStr","100-567134-374775-948201-422608-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-07.45523"
"CU-22.45054","Sk","45054","ABBOTT CREEK","CU-22",52.54260358,-121.1779389,"MFR","GStr","MFR+GStr","100-458399-713315-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45054"
"CU-22.3363","Sk","3363","BAXTER BEACH","CU-22",52.72205643,-120.8599504,"MFR","GStr","MFR+GStr","100-458399-741437-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3363"
"CU-22.3364","Sk","3364","BEAR BEACH-LAKE SHORE","CU-22",52.72205643,-120.8599504,"MFR","GStr","MFR+GStr","100-458399-741437-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3364"
